order_no,order_date,order_status,customer_type,customer_legacy_code
EB2B1000005854,2025-06-28,P,I,GC60697866
EB2B1000005855,2025-07-24,P,I,GC19668169
EB2B1000005856,2025-06-12,C,D,GC21221679
EB2B1000005857,2025-07-31,P,D,GC91090807
EB2B1000005858,2025-06-16,C,I,GC81686010
EB2B1000005859,2025-06-17,C,I,GC58240526
EB2B1000005860,2025-07-01,P,I,GC34799223
EB2B1000005861,2025-07-24,C,D,GC79803166
EB2B1000005862,2025-06-07,C,I,GC98677450
EB2B1000005863,2025-06-09,C,D,GC25862805
EB2B1000005864,2025-07-24,C,I,GC58394712
EB2B1000005865,2025-07-22,C,D,GC87966489
EB2B1000005866,2025-06-17,C,D,GC24256665
EB2B1000005867,2025-06-30,C,I,GC54134771
EB2B1000005868,2025-06-28,C,I,GC78176556
EB2B1000005869,2025-06-01,C,D,GC67164749
EB2B1000005870,2025-06-08,C,D,GC98072413
EB2B1000005871,2025-06-03,C,D,GC32872059
EB2B1000005872,2025-07-06,C,I,GC68770044
EB2B1000005873,2025-06-04,P,I,GC72379457
EB2B1000005874,2025-07-20,C,I,GC61489930
EB2B1000005875,2025-06-08,C,I,GC41567079
EB2B1000005876,2025-07-22,X,I,GC53980546
EB2B1000005877,2025-07-21,C,D,GC60858151
EB2B1000005878,2025-07-03,C,D,GC88068345
EB2B1000005879,2025-06-08,C,I,GC24367955
EB2B1000005880,2025-06-03,C,I,GC98687917
EB2B1000005881,2025-06-14,C,I,GC22113513
EB2B1000005882,2025-06-02,C,I,GC49337146
EB2B1000005883,2025-07-22,C,I,GC95395644
EB2B1000005884,2025-07-29,C,I,GC35039011
EB2B1000005885,2025-07-18,C,I,GC62652401
EB2B1000005886,2025-07-21,C,D,GC72932224
EB2B1000005887,2025-06-27,C,I,GC38950113
EB2B1000005888,2025-07-06,C,I,GC25887718
EB2B1000005889,2025-06-15,C,I,GC88060201
EB2B1000005890,2025-06-07,C,D,GC19795032
EB2B1000005891,2025-06-29,P,I,GC36156080
EB2B1000005892,2025-06-26,C,D,GC82404720
EB2B1000005893,2025-06-18,C,I,GC93882424
EB2B1000005894,2025-07-19,C,I,GC75961801
EB2B1000005895,2025-07-31,C,I,GC99796439
EB2B1000005896,2025-06-06,C,I,GC49566968
EB2B1000005897,2025-07-02,C,D,GC69398880
EB2B1000005898,2025-06-11,C,I,GC63447665
EB2B1000005899,2025-06-28,C,D,GC23915063
EB2B1000005900,2025-07-04,C,I,GC85776544
EB2B1000005901,2025-06-03,P,I,GC13394349
EB2B1000005902,2025-07-05,C,I,GC58784400
EB2B1000005903,2025-06-01,C,I,GC23171952
EB2B1000005904,2025-07-04,C,D,GC28505072
EB2B1000005905,2025-06-07,C,D,GC89105321
EB2B1000005906,2025-07-22,C,I,GC51908052
EB2B1000005907,2025-07-17,C,I,GC18891570
EB2B1000005908,2025-07-13,C,D,GC15508152
EB2B1000005909,2025-06-24,C,I,GC77358318
EB2B1000005910,2025-06-29,P,I,GC81745187
EB2B1000005911,2025-06-07,C,I,GC38686961
EB2B1000005912,2025-06-10,P,I,GC26050250
EB2B1000005913,2025-07-08,P,D,GC67156511
EB2B1000005914,2025-06-02,C,I,GC77137866
EB2B1000005915,2025-07-26,C,I,GC91184526
EB2B1000005916,2025-07-17,C,D,GC49378681
EB2B1000005917,2025-06-07,C,I,GC88129206
EB2B1000005918,2025-06-22,C,D,GC51572498
EB2B1000005919,2025-07-16,C,I,GC15167621
EB2B1000005920,2025-06-04,C,I,GC97477181
EB2B1000005921,2025-06-30,C,I,GC27762391
EB2B1000005922,2025-06-06,C,D,GC68177965
EB2B1000005923,2025-06-13,P,I,GC54495204
EB2B1000005924,2025-07-03,C,I,GC38839191
EB2B1000005925,2025-06-03,C,I,GC68576625
EB2B1000005926,2025-06-27,C,D,GC88547547
EB2B1000005927,2025-06-29,C,I,GC38082305
EB2B1000005928,2025-06-07,C,I,GC38884210
EB2B1000005929,2025-06-16,C,I,GC80027906
EB2B1000005930,2025-06-04,C,I,GC59381407
EB2B1000005931,2025-06-30,C,I,GC70976401
EB2B1000005932,2025-07-16,C,D,GC65710942
EB2B1000005933,2025-06-15,C,I,GC99638670
EB2B1000005934,2025-06-22,C,I,GC96083599
EB2B1000005935,2025-06-06,C,I,GC89600725
EB2B1000005936,2025-06-04,C,D,GC20571641
EB2B1000005937,2025-07-23,C,I,GC82705468
EB2B1000005938,2025-07-26,C,I,GC90772485
EB2B1000005939,2025-06-19,C,I,GC75796479
EB2B1000005940,2025-06-24,C,D,GC58045348
EB2B1000005941,2025-07-04,X,I,GC52589618
EB2B1000005942,2025-06-18,C,D,GC97886323
EB2B1000005943,2025-07-02,C,I,GC40926924
EB2B1000005944,2025-06-20,C,I,GC73834338
EB2B1000005945,2025-06-13,C,I,GC31505334
EB2B1000005946,2025-07-22,C,I,GC23624363
EB2B1000005947,2025-06-26,C,I,GC85269356
EB2B1000005948,2025-06-12,X,I,GC18550910
EB2B1000005949,2025-06-08,C,I,GC22722389
EB2B1000005950,2025-07-16,C,I,GC23698845
EB2B1000005951,2025-06-13,C,I,GC16705248
EB2B1000005952,2025-06-02,P,I,GC33882733
EB2B1000005953,2025-06-02,C,I,GC63430642
EB2B1000005954,2025-07-07,X,I,GC18522597
EB2B1000005955,2025-06-28,P,I,GC59046143
EB2B1000005956,2025-06-12,X,I,GC71348545
EB2B1000005957,2025-06-23,P,I,GC53901191
EB2B1000005958,2025-07-05,P,I,GC36305005
EB2B1000005959,2025-07-26,C,I,GC71438610
EB2B1000005960,2025-07-04,P,D,GC42531190
EB2B1000005961,2025-07-14,C,I,GC25081699
EB2B1000005962,2025-06-23,C,D,GC37930832
EB2B1000005963,2025-06-29,C,I,GC20271291
EB2B1000005964,2025-06-28,X,I,GC89196483
EB2B1000005965,2025-07-16,C,D,GC71762034
EB2B1000005966,2025-06-28,P,D,GC21970543
EB2B1000005967,2025-07-09,C,I,GC17853132
EB2B1000005968,2025-06-17,C,I,GC87037211
EB2B1000005969,2025-07-02,C,I,GC20399074
EB2B1000005970,2025-06-02,C,I,GC71928895
EB2B1000005971,2025-06-14,X,D,GC46015375
EB2B1000005972,2025-06-08,C,I,GC57486185
EB2B1000005973,2025-07-06,C,I,GC95621026
EB2B1000005974,2025-06-01,C,I,GC29108179
EB2B1000005975,2025-06-22,P,I,GC48489493
EB2B1000005976,2025-06-13,P,D,GC56802228
EB2B1000005977,2025-07-13,C,I,GC61749546
EB2B1000005978,2025-07-22,C,D,GC67911411
EB2B1000005979,2025-07-26,C,I,GC47303539
EB2B1000005980,2025-07-20,C,I,GC76779099
EB2B1000005981,2025-06-13,C,I,GC70709337
EB2B1000005982,2025-07-09,X,I,GC26650628
EB2B1000005983,2025-06-26,P,I,GC10699730
EB2B1000005984,2025-06-11,C,I,GC91339562
EB2B1000005985,2025-07-23,X,I,GC97024488
EB2B1000005986,2025-07-22,C,I,GC22862542
EB2B1000005987,2025-07-29,C,I,GC33878421
EB2B1000005988,2025-07-31,C,I,GC60760544
EB2B1000005989,2025-06-29,C,I,GC96851348
EB2B1000005990,2025-07-30,C,I,GC14147955
EB2B1000005991,2025-06-17,C,D,GC30302410
EB2B1000005992,2025-07-24,C,I,GC10213612
EB2B1000005993,2025-06-28,P,D,GC37624348
EB2B1000005994,2025-07-27,C,I,GC82133102
EB2B1000005995,2025-06-26,C,D,GC74005756
EB2B1000005996,2025-06-28,C,I,GC86951857
EB2B1000005997,2025-07-23,C,I,GC60653117
EB2B1000005998,2025-06-10,P,D,GC53967101
EB2B1000005999,2025-06-06,C,I,GC22462359
EB2B1000006000,2025-06-23,C,I,GC36795548
EB2B1000006001,2025-07-08,C,D,GC24181508
EB2B1000006002,2025-06-05,X,D,GC40698761
EB2B1000006003,2025-07-04,C,I,GC13755114
EB2B1000006004,2025-06-16,P,I,GC18902088
EB2B1000006005,2025-07-24,C,D,GC14145953
EB2B1000006006,2025-06-09,C,I,GC64956876
EB2B1000006007,2025-07-15,C,I,GC52106611
EB2B1000006008,2025-07-25,P,I,GC36743897
EB2B1000006009,2025-07-01,C,I,GC55323065
EB2B1000006010,2025-06-02,C,I,GC91706040
EB2B1000006011,2025-06-03,C,I,GC54239393
EB2B1000006012,2025-06-04,C,I,GC42385743
EB2B1000006013,2025-06-18,P,I,GC45272780
EB2B1000006014,2025-06-26,C,I,GC86061476
EB2B1000006015,2025-06-27,P,I,GC97023621
EB2B1000006016,2025-06-28,C,D,GC59604988
EB2B1000006017,2025-06-07,C,I,GC86242194
EB2B1000006018,2025-06-20,X,I,GC81214330
EB2B1000006019,2025-06-22,C,D,GC75939337
EB2B1000006020,2025-07-11,C,D,GC64866540
EB2B1000006021,2025-07-08,C,I,GC26058089
EB2B1000006022,2025-06-02,C,I,GC39238325
EB2B1000006023,2025-07-19,C,I,GC93648866
EB2B1000006024,2025-06-05,C,I,GC87618586
EB2B1000006025,2025-07-21,C,D,GC99418882
EB2B1000006026,2025-06-08,P,I,GC90608327
EB2B1000006027,2025-06-04,C,I,GC33315937
EB2B1000006028,2025-06-29,C,I,GC87310988
EB2B1000006029,2025-07-08,C,I,GC78929583
EB2B1000006030,2025-07-02,C,I,GC63728476
EB2B1000006031,2025-07-13,X,I,GC73459898
EB2B1000006032,2025-06-30,C,D,GC73645847
EB2B1000006033,2025-06-08,C,D,GC50201014
EB2B1000006034,2025-07-29,C,I,GC30990005
EB2B1000006035,2025-06-17,C,I,GC84020689
EB2B1000006036,2025-06-03,C,I,GC52477264
EB2B1000006037,2025-06-02,C,I,GC80220858
EB2B1000006038,2025-07-18,C,I,GC17488001
EB2B1000006039,2025-07-12,C,I,GC50554420
EB2B1000006040,2025-06-17,C,D,GC67219594
EB2B1000006041,2025-07-08,C,I,GC70388500
EB2B1000006042,2025-06-16,C,D,GC39766168
EB2B1000006043,2025-07-05,C,I,GC54002874
EB2B1000006044,2025-07-20,C,I,GC92911191
EB2B1000006045,2025-07-31,C,D,GC68527249
EB2B1000006046,2025-07-06,C,I,GC67434792
EB2B1000006047,2025-06-05,C,I,GC90958813
EB2B1000006048,2025-07-23,C,I,GC62986806
EB2B1000006049,2025-07-16,P,D,GC91106361
EB2B1000006050,2025-07-07,C,D,GC88369591
EB2B1000006051,2025-07-19,C,I,GC68733846
EB2B1000006052,2025-07-15,C,I,GC78806311
EB2B1000006053,2025-07-25,C,I,GC32650041
EB2B1000006054,2025-07-16,C,I,GC40851360
EB2B1000006055,2025-07-11,C,I,GC65989834
EB2B1000006056,2025-07-15,P,I,GC94975906
EB2B1000006057,2025-06-18,X,I,GC25945407
EB2B1000006058,2025-07-07,C,D,GC16693632
EB2B1000006059,2025-06-01,C,I,GC57870268
EB2B1000006060,2025-06-21,C,I,GC40419133
EB2B1000006061,2025-06-16,P,I,GC67946703
EB2B1000006062,2025-07-13,C,I,GC15454740
EB2B1000006063,2025-07-16,C,I,GC65144861
EB2B1000006064,2025-06-05,C,I,GC46878825
EB2B1000006065,2025-06-21,C,I,GC33420574
EB2B1000006066,2025-07-21,C,I,GC27677427
EB2B1000006067,2025-06-12,C,I,GC50536794
EB2B1000006068,2025-06-03,C,I,GC86414081
EB2B1000006069,2025-06-17,C,D,GC13537870
EB2B1000006070,2025-07-10,C,D,GC78826270
EB2B1000006071,2025-07-09,C,D,GC67512010
EB2B1000006072,2025-07-03,C,I,GC50169346
EB2B1000006073,2025-06-03,C,I,GC58518736
EB2B1000006074,2025-07-22,P,D,GC48530763
EB2B1000006075,2025-07-08,C,D,GC48632064
EB2B1000006076,2025-06-20,C,I,GC17961369
EB2B1000006077,2025-07-12,C,I,GC18677624
EB2B1000006078,2025-07-24,C,D,GC55448910
EB2B1000006079,2025-07-09,P,I,GC22032348
EB2B1000006080,2025-07-23,C,I,GC35891060
EB2B1000006081,2025-07-02,C,D,GC73394946
EB2B1000006082,2025-07-30,C,I,GC98505617
EB2B1000006083,2025-07-29,C,I,GC16318000
EB2B1000006084,2025-06-26,C,I,GC12578612
EB2B1000006085,2025-07-21,C,I,GC52763636
EB2B1000006086,2025-07-09,C,I,GC30063671
EB2B1000006087,2025-07-04,P,I,GC40265633
EB2B1000006088,2025-07-02,C,D,GC94180238
EB2B1000006089,2025-07-11,C,I,GC65377624
EB2B1000006090,2025-06-15,C,I,GC31364734
EB2B1000006091,2025-07-12,X,I,GC50199242
EB2B1000006092,2025-06-05,C,I,GC23378718
EB2B1000006093,2025-06-13,C,I,GC66133052
EB2B1000006094,2025-06-30,P,I,GC50958413
EB2B1000006095,2025-07-08,C,D,GC45670151
EB2B1000006096,2025-06-29,C,I,GC16697739
EB2B1000006097,2025-07-14,C,I,GC69567958
EB2B1000006098,2025-06-08,C,I,GC79972515
EB2B1000006099,2025-07-23,C,D,GC21787125
EB2B1000006100,2025-06-27,C,I,GC43720776
EB2B1000006101,2025-06-25,C,I,GC38831688
EB2B1000006102,2025-07-09,X,I,GC40698761
EB2B1000006103,2025-07-06,P,I,GC73188059
EB2B1000006104,2025-07-18,C,D,GC76946493
EB2B1000006105,2025-06-19,C,D,GC92269619
EB2B1000006106,2025-06-07,P,D,GC29696511
EB2B1000006107,2025-06-27,C,I,GC13198965
EB2B1000006108,2025-07-29,X,I,GC40425851
EB2B1000006109,2025-06-25,C,D,GC19497661
EB2B1000006110,2025-06-07,C,D,GC54791783
EB2B1000006111,2025-06-10,X,I,GC50471241
EB2B1000006112,2025-06-14,C,D,GC25583513
EB2B1000006113,2025-07-02,C,I,GC66217126
EB2B1000006114,2025-06-19,X,I,GC29481680
EB2B1000006115,2025-07-31,C,I,GC20343529
EB2B1000006116,2025-06-04,C,D,GC35790180
EB2B1000006117,2025-07-02,C,I,GC52046335
EB2B1000006118,2025-07-01,C,I,GC94527978
EB2B1000006119,2025-07-07,C,I,GC16436549
EB2B1000006120,2025-06-18,C,I,GC26334801
EB2B1000006121,2025-06-16,C,I,GC97161933
EB2B1000006122,2025-06-15,C,I,GC34148004
EB2B1000006123,2025-07-24,P,D,GC52978923
EB2B1000006124,2025-06-12,C,I,GC29151794
EB2B1000006125,2025-07-19,C,D,GC30027622
EB2B1000006126,2025-06-21,C,I,GC52496800
EB2B1000006127,2025-06-28,C,I,GC99796439
EB2B1000006128,2025-06-12,C,I,GC75359668
EB2B1000006129,2025-06-14,C,I,GC67917038
EB2B1000006130,2025-07-18,P,I,GC98836768
EB2B1000006131,2025-07-15,C,I,GC62986806
EB2B1000006132,2025-07-03,P,I,GC81194737
EB2B1000006133,2025-07-13,C,I,GC69546123
EB2B1000006134,2025-07-08,C,D,GC65819457
EB2B1000006135,2025-07-09,C,I,GC29768893
EB2B1000006136,2025-06-19,C,I,GC29940502
EB2B1000006137,2025-07-08,C,I,GC50226291
EB2B1000006138,2025-07-07,C,I,GC45588515
EB2B1000006139,2025-07-29,C,I,GC29278938
EB2B1000006140,2025-06-08,C,I,GC11145397
EB2B1000006141,2025-07-10,C,D,GC42635373
EB2B1000006142,2025-06-29,C,I,GC34124750
EB2B1000006143,2025-07-22,C,I,GC75800289
EB2B1000006144,2025-06-01,C,D,GC34509818
EB2B1000006145,2025-06-05,C,I,GC17916438
EB2B1000006146,2025-07-16,C,I,GC67726344
EB2B1000006147,2025-07-23,C,I,GC40106747
EB2B1000006148,2025-07-29,C,I,GC39777154
EB2B1000006149,2025-06-17,P,D,GC68403344
EB2B1000006150,2025-06-11,C,D,GC16139411
EB2B1000006151,2025-07-27,P,D,GC23572461
EB2B1000006152,2025-06-28,C,I,GC50723023
EB2B1000006153,2025-07-25,C,I,GC39573041
EB2B1000006154,2025-07-13,C,I,GC36494075
EB2B1000006155,2025-06-09,C,I,GC50318100
EB2B1000006156,2025-06-02,C,D,GC82288338
EB2B1000006157,2025-06-14,C,D,GC63451468
EB2B1000006158,2025-06-30,C,D,GC58394712
EB2B1000006159,2025-06-04,C,I,GC86748329
EB2B1000006160,2025-07-03,C,I,GC16124158
EB2B1000006161,2025-06-30,C,I,GC37307523
EB2B1000006162,2025-07-23,C,I,GC21868737
EB2B1000006163,2025-07-28,P,I,GC33597329
EB2B1000006164,2025-07-05,P,I,GC57486185
EB2B1000006165,2025-07-25,P,I,GC84916347
EB2B1000006166,2025-06-11,C,I,GC82670169
EB2B1000006167,2025-06-07,C,I,GC81709011
EB2B1000006168,2025-06-06,P,D,GC76462542
EB2B1000006169,2025-06-27,C,D,GC75705089
EB2B1000006170,2025-06-04,C,I,GC88816559
EB2B1000006171,2025-07-24,C,D,GC95733862
EB2B1000006172,2025-06-11,C,I,GC79886056
EB2B1000006173,2025-07-13,C,I,GC84198767
EB2B1000006174,2025-07-13,P,D,GC65890810
EB2B1000006175,2025-07-13,C,D,GC42262445
EB2B1000006176,2025-06-02,C,D,GC76167803
EB2B1000006177,2025-07-11,C,I,GC64564107
EB2B1000006178,2025-07-22,C,I,GC74487117
EB2B1000006179,2025-07-13,C,I,GC88538733
EB2B1000006180,2025-07-11,C,I,GC44390017
EB2B1000006181,2025-06-17,C,I,GC65701512
EB2B1000006182,2025-06-07,C,D,GC73960898
EB2B1000006183,2025-07-25,C,I,GC87421674
EB2B1000006184,2025-07-30,X,D,GC10033134
EB2B1000006185,2025-07-28,X,D,GC16710702
EB2B1000006186,2025-07-30,C,I,GC12878065
EB2B1000006187,2025-07-05,C,I,GC44900534
EB2B1000006188,2025-07-31,C,D,GC31076551
EB2B1000006189,2025-07-22,X,D,GC51767937
EB2B1000006190,2025-06-06,P,I,GC24893677
EB2B1000006191,2025-06-16,C,D,GC60704539
EB2B1000006192,2025-06-24,C,D,GC53464571
EB2B1000006193,2025-07-14,C,I,GC56802228
EB2B1000006194,2025-07-15,C,I,GC41225585
EB2B1000006195,2025-07-19,C,I,GC12343684
EB2B1000006196,2025-07-10,C,D,GC96869121
EB2B1000006197,2025-07-07,C,I,GC73920316
EB2B1000006198,2025-07-03,P,I,GC37072082
EB2B1000006199,2025-07-09,C,I,GC42977091
EB2B1000006200,2025-07-03,C,I,GC39013196
EB2B1000006201,2025-07-27,C,I,GC66718851
EB2B1000006202,2025-07-20,C,I,GC90272292
EB2B1000006203,2025-07-08,C,D,GC58416197
EB2B1000006204,2025-06-29,C,I,GC29588118
EB2B1000006205,2025-07-28,P,I,GC55457454
EB2B1000006206,2025-06-10,X,I,GC76149278
EB2B1000006207,2025-07-28,P,I,GC76305077
EB2B1000006208,2025-06-08,C,I,GC84202557
EB2B1000006209,2025-06-06,C,D,GC78172784
EB2B1000006210,2025-06-29,C,I,GC38531115
EB2B1000006211,2025-06-02,C,D,GC25743269
EB2B1000006212,2025-07-17,X,D,GC93756036
EB2B1000006213,2025-07-24,C,I,GC43236783
EB2B1000006214,2025-07-05,C,I,GC93172511
EB2B1000006215,2025-07-03,P,I,GC44045250
EB2B1000006216,2025-07-11,X,D,GC95219204
EB2B1000006217,2025-07-08,C,I,GC28066831
EB2B1000006218,2025-06-19,C,I,GC47160179
EB2B1000006219,2025-07-30,C,D,GC84217795
EB2B1000006220,2025-07-13,C,I,GC10096855
EB2B1000006221,2025-07-03,C,I,GC82935700
EB2B1000006222,2025-06-02,C,I,GC69330327
EB2B1000006223,2025-07-23,C,I,GC79021601
EB2B1000006224,2025-07-23,C,I,GC53649791
EB2B1000006225,2025-07-25,C,I,GC79437366
EB2B1000006226,2025-06-05,C,I,GC76937935
EB2B1000006227,2025-07-05,P,I,GC51854524
EB2B1000006228,2025-07-30,C,D,GC58992670
EB2B1000006229,2025-06-26,C,I,GC35375292
EB2B1000006230,2025-07-28,C,I,GC96856891
EB2B1000006231,2025-06-17,C,I,GC71771451
EB2B1000006232,2025-06-20,P,D,GC99559917
EB2B1000006233,2025-07-05,C,D,GC80421060
EB2B1000006234,2025-06-09,C,D,GC26739248
EB2B1000006235,2025-06-11,C,I,GC68823870
EB2B1000006236,2025-07-19,C,D,GC90838200
EB2B1000006237,2025-06-08,C,I,GC62888132
EB2B1000006238,2025-06-29,C,I,GC26381779
EB2B1000006239,2025-07-31,C,I,GC81365126
EB2B1000006240,2025-07-27,C,I,GC90525899
EB2B1000006241,2025-07-27,P,I,GC73532708
EB2B1000006242,2025-06-23,C,I,GC57370989
EB2B1000006243,2025-07-04,C,I,GC13198965
EB2B1000006244,2025-07-03,C,I,GC49000479
EB2B1000006245,2025-07-18,C,D,GC67164749
EB2B1000006246,2025-07-30,C,I,GC65517801
EB2B1000006247,2025-06-15,C,I,GC57668359
EB2B1000006248,2025-07-07,C,I,GC96500924
EB2B1000006249,2025-06-29,C,I,GC40989625
EB2B1000006250,2025-07-03,C,I,GC28687147
EB2B1000006251,2025-06-24,C,I,GC12370465
EB2B1000006252,2025-06-29,C,I,GC17093731
EB2B1000006253,2025-07-30,C,I,GC62286305
EB2B1000006254,2025-06-01,C,D,GC19172042
EB2B1000006255,2025-07-05,C,I,GC95549812
EB2B1000006256,2025-06-12,C,I,GC39149156
EB2B1000006257,2025-06-04,C,I,GC90548035
EB2B1000006258,2025-07-22,C,D,GC28620619
EB2B1000006259,2025-06-02,P,D,GC35212337
EB2B1000006260,2025-06-17,C,I,GC22952493
EB2B1000006261,2025-07-05,P,D,GC59691228
EB2B1000006262,2025-06-03,C,I,GC67911411
EB2B1000006263,2025-06-27,C,I,GC12174497
EB2B1000006264,2025-07-01,C,I,GC68224195
EB2B1000006265,2025-06-21,C,I,GC77086906
EB2B1000006266,2025-07-01,C,I,GC36708243
EB2B1000006267,2025-07-13,C,I,GC23593293
EB2B1000006268,2025-06-06,C,D,GC21152602
EB2B1000006269,2025-07-24,C,D,GC16993664
EB2B1000006270,2025-07-24,C,D,GC98677450
EB2B1000006271,2025-06-12,C,I,GC35363046
EB2B1000006272,2025-07-24,C,I,GC64223156
EB2B1000006273,2025-06-13,C,I,GC50850064
EB2B1000006274,2025-06-25,C,I,GC79718468
EB2B1000006275,2025-07-07,C,I,GC95973808
EB2B1000006276,2025-06-06,C,I,GC61706059
EB2B1000006277,2025-06-20,X,I,GC63841858
EB2B1000006278,2025-07-09,C,I,GC14153705
EB2B1000006279,2025-06-26,C,I,GC89972230
EB2B1000006280,2025-06-06,C,I,GC47822197
EB2B1000006281,2025-07-19,C,I,GC22262023
EB2B1000006282,2025-07-12,C,I,GC71773805
EB2B1000006283,2025-07-13,C,I,GC53388690
EB2B1000006284,2025-06-06,C,D,GC68245146
EB2B1000006285,2025-07-30,C,D,GC88400641
EB2B1000006286,2025-06-11,C,D,GC43220287
EB2B1000006287,2025-07-03,C,D,GC37833011
EB2B1000006288,2025-07-28,P,I,GC62741841
EB2B1000006289,2025-07-02,C,I,GC13178141
EB2B1000006290,2025-07-14,C,D,GC23385526
EB2B1000006291,2025-07-23,C,D,GC50890916
EB2B1000006292,2025-07-08,C,I,GC91145880
EB2B1000006293,2025-06-18,C,I,GC57846632
EB2B1000006294,2025-07-21,C,D,GC62527814
EB2B1000006295,2025-06-11,P,I,GC36494075
EB2B1000006296,2025-07-09,C,I,GC65792417
EB2B1000006297,2025-07-13,C,I,GC32215479
EB2B1000006298,2025-06-28,P,D,GC22292455
EB2B1000006299,2025-07-06,X,I,GC96152618
EB2B1000006300,2025-07-28,C,I,GC99705272
EB2B1000006301,2025-07-03,C,I,GC36925055
EB2B1000006302,2025-06-10,P,I,GC62338292
EB2B1000006303,2025-06-30,P,I,GC93525402
EB2B1000006304,2025-07-17,C,I,GC34907429
EB2B1000006305,2025-07-19,C,D,GC90730565
EB2B1000006306,2025-06-26,C,D,GC24228398
EB2B1000006307,2025-07-08,C,D,GC78633149
EB2B1000006308,2025-07-31,C,I,GC91212919
EB2B1000006309,2025-07-13,C,I,GC22739083
EB2B1000006310,2025-07-30,C,I,GC66607262
EB2B1000006311,2025-07-25,C,I,GC36119029
EB2B1000006312,2025-07-01,C,I,GC59181804
EB2B1000006313,2025-07-13,C,I,GC36577865
EB2B1000006314,2025-07-11,C,D,GC97095450
EB2B1000006315,2025-06-04,C,D,GC18685284
EB2B1000006316,2025-06-18,P,D,GC18779551
EB2B1000006317,2025-06-03,C,D,GC99565693
EB2B1000006318,2025-07-08,C,D,GC80499222
EB2B1000006319,2025-06-23,C,I,GC67440042
EB2B1000006320,2025-06-15,P,D,GC29945631
EB2B1000006321,2025-07-16,C,I,GC77194013
EB2B1000006322,2025-06-08,C,D,GC80312275
EB2B1000006323,2025-06-17,C,D,GC49036097
EB2B1000006324,2025-07-28,C,I,GC94758735
EB2B1000006325,2025-07-21,C,I,GC60082660
EB2B1000006326,2025-06-06,C,D,GC48739802
EB2B1000006327,2025-07-21,C,I,GC47746670
EB2B1000006328,2025-07-08,C,D,GC36092388
EB2B1000006329,2025-06-28,C,I,GC67135430
EB2B1000006330,2025-06-08,C,D,GC44805028
EB2B1000006331,2025-06-23,C,I,GC42282510
EB2B1000006332,2025-06-28,C,I,GC39013196
EB2B1000006333,2025-06-03,X,I,GC42280906
EB2B1000006334,2025-07-02,C,I,GC49675858
EB2B1000006335,2025-07-28,C,I,GC13340930
EB2B1000006336,2025-07-06,C,I,GC49583058
EB2B1000006337,2025-07-12,C,D,GC69946046
EB2B1000006338,2025-06-16,X,I,GC31755295
EB2B1000006339,2025-06-12,C,D,GC68494269
EB2B1000006340,2025-07-02,P,D,GC78274190
EB2B1000006341,2025-06-19,C,D,GC14789956
EB2B1000006342,2025-07-14,C,I,GC60707149
EB2B1000006343,2025-07-28,P,D,GC74532898
EB2B1000006344,2025-07-22,C,I,GC56345273
EB2B1000006345,2025-07-15,C,I,GC14966560
EB2B1000006346,2025-07-06,X,D,GC38435937
EB2B1000006347,2025-07-06,C,I,GC76710893
EB2B1000006348,2025-06-15,C,D,GC10691813
EB2B1000006349,2025-06-22,C,I,GC29449696
EB2B1000006350,2025-07-17,C,I,GC75716091
EB2B1000006351,2025-06-25,C,I,GC14201833
EB2B1000006352,2025-06-23,C,I,GC45486562
EB2B1000006353,2025-06-07,C,D,GC41977671
EB2B1000006354,2025-07-20,P,I,GC84208202
EB2B1000006355,2025-07-30,C,D,GC79232906
EB2B1000006356,2025-06-30,C,I,GC29640030
EB2B1000006357,2025-07-08,C,I,GC26739248
EB2B1000006358,2025-07-22,C,I,GC81308986
EB2B1000006359,2025-07-25,C,I,GC98014684
EB2B1000006360,2025-07-22,C,I,GC37344675
EB2B1000006361,2025-07-13,C,I,GC94009791
EB2B1000006362,2025-07-13,C,I,GC43824764
EB2B1000006363,2025-07-12,C,I,GC38996335
EB2B1000006364,2025-06-26,C,D,GC12097866
EB2B1000006365,2025-06-12,C,I,GC22952468
EB2B1000006366,2025-06-19,C,I,GC86120515
EB2B1000006367,2025-07-11,C,I,GC36481124
EB2B1000006368,2025-06-03,C,D,GC28540857
EB2B1000006369,2025-07-27,P,D,GC25604379
EB2B1000006370,2025-07-09,X,I,GC80166008
EB2B1000006371,2025-07-30,C,I,GC53397675
EB2B1000006372,2025-06-27,C,I,GC96848857
EB2B1000006373,2025-07-15,C,I,GC14201833
EB2B1000006374,2025-07-11,C,I,GC88427071
EB2B1000006375,2025-06-19,C,I,GC13394349
EB2B1000006376,2025-07-24,X,I,GC38289021
EB2B1000006377,2025-07-10,C,I,GC45989798
EB2B1000006378,2025-06-25,C,I,GC58102338
EB2B1000006379,2025-06-25,X,D,GC11762024
EB2B1000006380,2025-07-05,P,I,GC10299883
EB2B1000006381,2025-06-16,C,I,GC98931424
EB2B1000006382,2025-07-17,C,I,GC40379009
EB2B1000006383,2025-06-17,C,I,GC59534974
EB2B1000006384,2025-07-30,C,I,GC36424359
EB2B1000006385,2025-07-10,C,I,GC61198338
EB2B1000006386,2025-06-28,C,D,GC90745350
EB2B1000006387,2025-06-02,C,I,GC88306842
EB2B1000006388,2025-06-18,C,D,GC91106361
EB2B1000006389,2025-06-29,C,I,GC35265855
EB2B1000006390,2025-07-03,C,I,GC49435019
